State,City,Hospital
Andhra Pradesh,Visakhapatnam,Indus Hospitals(Maharanipeta)
Andhra Pradesh,Visakhapatnam,A.N.Beach Hospital(Krishna Nagar)
Andhra Pradesh,Visakhapatnam,Apollo Hospital (Waltair)
Andhra Pradesh,Visakhapatnam,S R Multispeciality Hospital(Gopalpatnam)
Andhra Pradesh,Visakhapatnam,Vasan Eye Care Hospital(Waltair)
Andhra Pradesh,Visakhapatnam,Bharathi Hospital(Maharanipeta)
Andhra Pradesh,Visakhapatnam,QUALITY CARE INDIA LIMITED(Maharanipeta)
Andhra Pradesh,Visakhapatnam,Care Hospitals(Ram Nagar)
Andhra Pradesh,Visakhapatnam,Vijetha Hospital(Maharanipeta)
Andhra Pradesh,Visakhapatnam,Apoorva Health Services Pvt Ltd(Rajendra Nagar)
Andhra Pradesh,Visakhapatnam,Kala Hospitals Pvt Ltd(Dwarka Nagar)
Andhra Pradesh,Visakhapatnam,Queen's NRI Hospital (Seethammadhara)
Andhra Pradesh,Visakhapatnam,Sagara Durga Hospital(Maharanipeta)
Andhra Pradesh,Visakhapatnam,Annapoorna Hospital(Dwarkanagar)
Andhra Pradesh,Visakhapatnam,Gayatri Nursing Home(Muppidi Colony)
Andhra Pradesh,Visakhapatnam,Simhadri Hospital(Maharanipeta)
Andhra Pradesh,Visakhapatnam,Sai Spoorthy Hospital(Near Diamond Park)
Andhra Pradesh,Visakhapatnam,Subham Prema Hospital(Opp. Rama Talkies Junction)
Andhra Pradesh,Visakhapatnam,Surya Sri Hospitals Pvt. Ltd.(Maharanipeta)
Andhra Pradesh,Visakhapatnam,ABC Hospitals (Maharanipeta)
Andhra Pradesh,Visakhapatnam,Venkatarama Hospital(Dwarka Nagar)
Andhra Pradesh,Visakhapatnam,Kanakadurga Hospitals(Z.P. Juction)
Andhra Pradesh,Visakhapatnam,OMNI RK Women &amp; Child Hospital(Ram Nagar)
Andhra Pradesh,Visakhapatnam,Padmasri Hospitals(Akkayya Palem)
Andhra Pradesh,Visakhapatnam,Sri Krishna Hospital(Akkayapalem)
Andhra Pradesh,Visakhapatnam,Suraksha Health Park Pvt Ltd(Marripallem Main Road)
Andhra Pradesh,Visakhapatnam,RK Hospital(Gajuwaka)
Andhra Pradesh,Visakhapatnam,Sujatha Hospital(Gajuwaka)
Andhra Pradesh,Visakhapatnam,Vasan Eye Care Hospital(Old Gajuwaka)
Andhra Pradesh,Visakhapatnam,Padmaja Hospital(Gajuwaka)
Andhra Pradesh,Visakhapatnam,Durga Hospitals(Kancharapalem)
Andhra Pradesh,Visakhapatnam,Dr Agarwal's Eye Hospital Ltd.(Vizag)
Andhra Pradesh,Visakhapatnam,SRI KRISHNA ORTHOPEDIC HOSPITAl(Chinagantyada)
Andhra Pradesh,Visakhapatnam,Krishna Maternity And Nursing Home(Visakhapatnam)
Andhra Pradesh,Visakhapatnam,Bhanu Eye Care Centre(Chingantyada)
Andhra Pradesh,Visakhapatnam,"Sunrise Childrens Hospital(Latha Hospital Bldg, Old Gajuwaka)"
Andhra Pradesh,Visakhapatnam,Lotus Hospital For Women And Children(Siripuram Behind Gotisons)
Andhra Pradesh,Visakhapatnam,Pinnacle Hospitals India Pvt Ltd(Chinnagadilli)
Andhra Pradesh,Visakhapatnam,Star Pinnacle Health Centre Pvt Ltd(Arilova)
Andhra Pradesh,Vizianagaram,Andhra Hospitals(Near Simhachalam Meda)
Andhra Pradesh,Vizianagaram,Venkata Rama Hospital(Vizianagaram)
Andhra Pradesh,Vizianagaram,Jyothi Nursing Home(A.G. Road)
Andhra Pradesh,Vizianagaram,Venkatapadma Hospital(Vizianagaram)
Andhra Pradesh,Vizianagaram,Care 'N' Cure Children's Hospital(Vizianagaram)
Andhra Pradesh,Vizianagaram,Vijaya Hospital(Vizianagaram)
Andhra Pradesh,Vizianagaram,Swamy Eye Hospital(Vizianagaram)
Andhra Pradesh,Vizianagaram,Maruthi Hospital(Vizianagaram)
Andhra Pradesh,Vizianagaram,Queen S Nri Hospital Association With Vijayanagar Hospital Pvt Ltd(Sri Nivas Nagar)
Andhra Pradesh,Vizianagaram,A J Global Health Care Hospital(100 Feet Ring Road)
Andhra Pradesh,Vizianagaram,Sri Sai Superspeciality Hospital(Balaji Nagar)
Andhra Pradesh,Vizianagaram,Sri Sai PVR Hospitals(Behind Leela Mahal Theater )
Andhra Pradesh,Vizianagaram,Muvva Gopala Hospitals Pvt Ltd(Near Kota Junction)
Andhra Pradesh,Vizianagaram,Kolaparthy Nursing Home(Srungavarapukota)
Andhra Pradesh,Vizianagaram,Tirumala Super Speciality Hospitals India Pvt Ltd(Near RTC Complex)
Andhra Pradesh,Vizianagaram,Andhra Hospitals(Near Simhachalam Meda)
Andhra Pradesh,Vizianagaram,Venkata Rama Hospital(Vizianagaram)
Andhra Pradesh,Vizianagaram,Jyothi Nursing Home(A.G. Road)
Andhra Pradesh,Vizianagaram,Venkatapadma Hospital(Vizianagaram)
Andhra Pradesh,Vizianagaram,Care 'N' Cure Children's Hospital(Vizianagaram)
Assam,Barpeta,Nirc And Hospital(Only For Gramin Care)(B H Road)
Assam,Bongaigaon,Lower Assam Hospital &amp; Research Centre(Bongaigaon)
Assam,Dibrugarh,Dr Damani's Nursing Home(Dibrugarh)
Assam,Dibrugarh,Aditya Diagnostics and Hospital(Dirbrugarh)
Assam,Dibrugarh,Archana Trauma &amp; Orthopaedics Hospital  Research Centre(Dibrugarh)
Assam,Dimaruguri,Erc Eye Care(Only For Gramin Care)(Dimaruguri)
Assam,Guwahati,ASG Hospital Pvt Ltd(Guwahati)
Assam,Guwahati,Ayursundra Health Care Pvt Ltd(Guwahati)
Assam,Guwahati,Swagat Super Speciality Surgical Institute And NH(Maligaon)
Assam,Guwahati,Omega Eye Clinic &amp; Research Centre(Guwahati)
Assam,Guwahati,Apollo Hospitals Guwahati(Christianbasti)
Assam,Guwahati,Marwari Hospitals(Athgaon)
Assam,Guwahati,Down Town Hospital Ltd(Dispur)
Assam,Guwahati,Excelcare Hospital(Nh 37 Kamrup)
Assam,Guwahati,Guwahati Eye Clinc And Research Centre(Only For Gramin Care)(Near Lachit Nagar Bus Stop)
Assam,Guwahati,"ASG Hospital Pvt Ltd(Opp:- Hotel Hornbill, Paltan bazaar)"
Assam,Guwahati,Wintrobe Hospital(Barwari)
Assam,Guwahati,Sanjevani Hospital(Haligaon)
Assam,Guwahati,Arya Hospital-North Eastern Medical Research Institute Ltd.(Rehabari)
Assam,Guwahati,Dispur Poly Clinic &amp; Nursing Home(Dispur)
Assam,Guwahati,Nemcare Hospital(Bhangagarh)
Assam,Guwahati,Hayat Hospital(Lalganesh)
Assam,Guwahati,Aksi Advanced Eye Centre(Christianbasti)
Assam,Guwahati,Institute Of Child &amp; Women Health Care(Guwahati)
Assam,Guwahati,GNRC LTD(Dispur)
Assam,Guwahati,GNRC LTD(Six Mile)
Assam,Guwahati,Dispur Hospitals Pvt Ltd(Dispur)
Assam,Guwahati,"Pragjyoti Eye Care And Research Centre Pvt Ltd(Hatigarh-Chariali,Kamrup)"
Assam,Guwahati,Agile Hospital Pvt Ltd(Kamrup)
Assam,Guwahati,Nemcare Hospitals Pvt Ltd(Guwahati)
Assam,Guwahati,ASG Hospital Pvt Ltd(Guwahati)
Assam,Guwahati,Ayursundra Health Care Pvt Ltd(Guwahati)
Assam,Guwahati,Swagat Super Speciality Surgical Institute And NH(Maligaon)
Assam,Guwahati,Omega Eye Clinic &amp; Research Centre(Guwahati)
Assam,Guwahati,Apollo Hospitals Guwahati(Christianbasti)
Assam,Guwahati,Marwari Hospitals(Athgaon)
Assam,Hojai,Haji Abdul Majid Memorial Hospital And Research Centre(Hojai)
Assam,Jorhat,Medicure Centre-Malpani Hospital and Research Institute(Rajamaidam)
Assam,Jorhat,Sanjivani Hospital(Jorhat)
Assam,Jorhat,Institute Of Medical Science And Research Pvt Ltd(Western By Pass)
Assam,Jorhat,Barua Surgical Centre(Only For Gramin Care)(Borbheta Jail Road)
Assam,Jorhat,Chandra Prabha Eye Hospital(Jorhat)
Assam,Kokrajhar,MRM Memorial Hospital(Kokrajhar)
Assam,Nalbari,Pragati Nursing Home(Only For Gramin Care)(Ward No 7)
Assam,Rangia,Sparsh Hospital(Ward No 2)
Assam,Sibsagar,Sarma Nursing Home(Sivasagar)
Assam,Sibsagar,East Point Hospital &amp; Research Centre(Sivasagar)
Assam,Sivasagar,Erc Eye Care(Only For Gramin Care)(Near Sampreeti Hospital)
Assam,Tezpur,B J Hospital(Tezpur)
Assam,Tezpur,B K Memorial Hospital(Tezpur)
Assam,Tezpur,Tezpur Institute of Medical Sciences Pvt Ltd A Unit of Times Hospital(Opp NRL Petrol Pump)
Assam,Tinsukia,Jeevan Jyoti Nursing Home(Tinsukia)
Assam,Tinsukia,Swastik Nursing Home(Tinsukia)
Bihar,Ara,Kaushalya Samay Hospital(Bhojpur)
Bihar,Araria,Yogmaya Devi Memorial Eye Hospital(Only For Gramin Care)(Chitragupt Nagar)
Bihar,Araria,Mohini Devi Rungta Hospital(Only For Gramin Care)(Araria)
Bihar,Araria,City Hospital(Only For Gramin Care)(Zero Mile Road)
Bihar,Arrah,Maurya Hospital(Only For Gramin Care)(Bihari Mill)
Bihar,Arrah,Laxmi Netralaya(Only For Gramin Care)(Arrah)
Bihar,Arwal,Dr Khurshid Ahmad Memorial Hospital(Only For Gramin Care)(Near S P Kothi)
Bihar,Banka,City Hospital(Only For Gramin Care)(Banka)
Bihar,Bara Chakia,Madhav Santati Sewa Sadan(Only For Gramin Care)(East Champaran)
Bihar,Barauni,Life Line Hospital And Reserch Center(Only For Gramin Care)(Near Sudha Dairy)
Bihar,Barauni,Life Line Hospital And Reserch Centre(Barauni)
Bihar,Barh,SHRI MURLIDHAR MEMORIAL NURSING HOME(Only For Gramin Care)(NEAR DAK BANGLOW BARH)
Bihar,Begusarai,"Ghspl Begusarai Healthcare LLP(Near Reliance Petrol Pump,Singhaul)"
Bihar,Begusarai,Siddhi Vinayak Criticare And Hospital Pvt Ltd(Begusarai)
Bihar,Begusarai,Bishnupur Multispeciality Hospital(Only For Gramin Care)(Bishnupur)
Bihar,Begusarai,Beena Nursing Home(Only For Gramin Care)(Pokharia Near S P Office)
Bihar,Begusarai,Ortho Centre(Only For Gramin Care)(Mungeriganj)
Bihar,Begusarai,Veerayatan Netralaya(Only For Gramin Care)(Begusarai)
Bihar,Begusarai,Shristijeevan Multispeciality Hospital Pvt Ltd(Pakbanglow Road)
Bihar,Begusarai,Surgical And Prasuti Grih(Tilak Nagar)
Bihar,Begusarai,Amrit Jeevan Hospital Pvt Ltd(Begusarai)
Bihar,Begusarai,Roop Dev Eye and Dental Hospital(Only For Gramin Care)(BP High School Chowk)
Bihar,Begusarai,Adwita Hospital(Begusarai)
Bihar,Begusarai,"Ghspl Begusarai Healthcare LLP(Near Reliance Petrol Pump,Singhaul)"
Bihar,Begusarai,Siddhi Vinayak Criticare And Hospital Pvt Ltd(Begusarai)
Bihar,Begusarai,Bishnupur Multispeciality Hospital(Only For Gramin Care)(Bishnupur)
Bihar,Begusarai,Beena Nursing Home(Only For Gramin Care)(Pokharia Near S P Office)
Bihar,Begusarai,Ortho Centre(Only For Gramin Care)(Mungeriganj)
Bihar,Begusarai,Veerayatan Netralaya(Only For Gramin Care)(Begusarai)
Bihar,Begusarai,Shristijeevan Multispeciality Hospital Pvt Ltd(Pakbanglow Road)
Bihar,Begusarai,Surgical And Prasuti Grih(Tilak Nagar)
Bihar,Begusarai,Amrit Jeevan Hospital Pvt Ltd(Begusarai)
Bihar,Bettiah,Sameer Memorial Hospital(Only For Gramin Care)(Bettiah West Champaran)
Bihar,Bettiah,Dr Saroj Verma Nursing Home(Only For Gramin Care)(Bettiah)
Bihar,Bettiah,Astha Medicare And Research Center(Only For Gramin Care)(Bettiah)
Bihar,Bettiah,Apna Health Care Centre(Only For Gramin Care)(Lauriya)
Bihar,Bettiah,Dr Suresh Prasad Eye Hospital(Only For Gramin Care)(Bettiah)
Bihar,Bettiah,Narayan Hospital and Trauma Centre(Only For Gramin Care)(Rajguru Chowk)
Bihar,Bhabua,"Jivandeep Hospital(Only For Gramin Care)(Vip Colony,)"
Bihar,Bhabua,Tripathi Hospital(Only For Gramin Care)(Vip Colony Road No 3)
Bihar,Bhagalpur,Ghspl BGLP Super Speciality Healthcare LLP(Near Astha Complex)
Bihar,Bhagalpur,Kaushalya Eye Research Institute(Bhagalpur)
Bihar,Bhagalpur,Sushila Hospital(Masakchak Ps-Adampur)
Bihar,Bhagalpur,Gs Hospital And Endolaparoscopy Centre(Only For Gramin Care)(Bhikanpur Gvmti No-3)
Bihar,Bhagalpur,Panacea Hospital(Only For Gramin Care)(Bhagalpur)
Bihar,Bhagalpur,Pride Hospital(Only For Gramin Care)(Bhagalpur)
Bihar,Bhojpur,Rajendra Hospital(Dulour Jagdishpur)
Bihar,Bhojpur,R L Memorial Hospital(Only For Gramin Care)(Ramna Pakri Road Ara)
Bihar,Biharsharif,Mamta Mother And Child Hospital Pvt Ltd(Only For Gramin Care)(Biharsharif)
Bihar,Biharsharif,Jahnavi Eye Care And Research Centre(Only For Gramin Care)(Biharsharif)
Bihar,Biharsharif,Basu Surgical And Urology Hospital(Only For Gramin Care)(Kagji Mohalla)
Bihar,Biharsharif,Jeevan Jyoti  Superspeciality Hospital(Only For Gramin Care)(Bihar Shariff)
Bihar,Buxar,V K Global Hospital(Only For Gramin Care)(Main Road)
Bihar,Chhapra,Jagdamba Hospital(Only For Gramin Care)(Chapra)
Bihar,Chhapra,Shiv Jyoti Eye Hospital(Only For Gramin Care)(Parsa)
Bihar,Chhapra,Uphar Seva Sadan(Only For Gramin Care)(P.S-Parsa)
Bihar,Chhapra,Meera Hospital(Bhagwan Bazar)
Bihar,Darbhanga,Amrit Nursing Home(Darbhanga)
Bihar,Darbhanga,Paras Global Hospital(Darbhanga)
Bihar,Darbhanga,Amrit Nursing Home(Raj Kumar Ganj)
Bihar,Darbhanga,Shekhar Netralaya And Ent Hospital(Only For Gramin Care)(Laheriasaria)
Bihar,Darbhanga,Shree Balaji Hospital(Only For Gramin Care)(Darbhanga)
Bihar,Darbhanga,Shubham Nurshing Home(Only For Gramin Care)(Infront Of Axis Bank)
Bihar,Darbhanga,I B Smriti Arogya Sadan(Only For Gramin Care)(Po Lalbagh Ps Townthana)
Bihar,Darbhanga,Prasad Poly Clinic(Only For Gramin Care)(Darbhanga)
Bihar,Darbhanga,Shri Dhruv Advance Orthopedic Clinic(Only For Gramin Care)(Allalpatti Chowk)
Bihar,Dehri,Adri Devi Memorial Hospital(Only For Gramin Care)(Ara machine road)
Bihar,Dehri,Ashish Nursing Home(Only For Gramin Care)(Dehri)
Bihar,Ekma,New Apollo Hospital(Only For Gramin Care)(Ekma Saran)
Bihar,Forbesganj,Mata Mariam Nursing Home(Only For Gramin Care)(Forbesganj Araria)
Bihar,Forbesganj,Lions Netralaya(Only For Gramin Care)(Ward no 19)
Bihar,Gaya,Abhay Institute Of Medical Sciences Pvt Ltd(Gaya)
Bihar,Gaya,B D Hospital(Only For Gramin Care)(Manpur)
Bihar,Gaya,Harihar Global Hospital And Research Centre Pvt Ltd(Road No 09)
Bihar,Gaya,Maa Gayatry Memorial Hospital Pvt Limited(Only For Gramin Care)(Chaurhar More)
Bihar,Gaya,Buddha Nursing Home(Only For Gramin Care)(Godam Rod)
Bihar,Gaya,Prakash Multispeciality Hospital(Gewalvigha)
Bihar,Gaya,Chandra Nursing Home(Only For Gramin Care)(Near Dandibag More)
Bihar,Gaya,New Sree Ramakrishna Multispeciality Hospital(Only For Gramin Care)(Gaya)
Bihar,Ghoghardiha,Bhagwati Nursing Home(Only For Gramin Care)(Pholparas)
Bihar,Gopalganj,Harsan Hospital And Trauma Center A Unit Of Aryan Health Services Pvt Ltd(Only For Gramin Care)(Gopalganj)
Bihar,Gopalganj,Gopalganj Eye Hospital(Only For Gramin Care)(In Front Of Gopalganj Railway Station)
Bihar,Gopalganj,Shristi Saumya Hospital(Only For Gramin Care)(Gopalganj)
Bihar,Gopalganj,Jansewa Hospital(Only For Gramin Care)(Gopal Ganj)
Bihar,Hajipur,ASG Hospital Pvt Ltd(Hajipur)
Bihar,Hajipur,Vaishali A &amp; R Hospital Pvt Ltd(Only For Gramin Care)(Hajipur)
Bihar,Hajipur,Ashirwad Hospital(Only For Gramin Care)(Goroul)
Bihar,Hajipur,Adarsh Hospital and Research Centre(Only For Gramin Care)(Vaishali)
Bihar,Hajipur,Aarogay Jeevandayni Hospital(Only For Gramin Care)(Vaishali)
Bihar,Jainagar,Jy Memorial Hospital(Only For Gramin Care)(Patna Gadi)
Bihar,Jamalpur,Swstim Hospital And Stone Clinic Pvt Ltd(Only For Gramin Care)(Khagaria)
Bihar,Jamui,Deo Pushpa Computerised Orthopedic and Poly Clinic(Mahijovri)
Bihar,Jamui,Bhagwan Mahavir Hospital A Unit Of Shri Attam Ballabh Jan Kalyan Trust(Only For Gramin Care)(Jamui)
Bihar,Jamui,Shri Sai Hospital(Only For Gramin Care)(Aliganj)
Bihar,Jamui,Satyam Nursing Home(Only For Gramin Care)(Sikandra)
Bihar,Jamui,Pushpanjali Emergency Hospital(Only For Gramin Care)(Jamui)
Bihar,Jandaha,Ashirwad Seva Sadan Hospital(Only For Gramin Care)(Jandaha)
Bihar,Jhanjharpur,Bhagwati Swasthya Sewa Sadan(Only For Gramin Care)(Jhanjharpur)
Bihar,Kankarbagh,Contacare Eye Hospital(Kankarbagh)
Bihar,Kankarbagh,K P Sinha Memorial Super Speciality Hospital(Bhoothnath Road)
Bihar,Kankarbagh,M M Hospital And Reasearch Centre Pvt Ltd(Vijay Nagar)
Bihar,Katihar,Satyabhama Nethralaya(Only For Gramin Care)(Katihar)
Bihar,Katihar,Satyabhama Nethralaya(Only For Gramin Care)(Binodpur)
Bihar,Katihar,Katihar Sewa Sadan(Only For Gramin Care)(Mill Campus Hospital Road)
Bihar,Katihar,Radiant Hospital(Islampur)
Bihar,Katihar,Marc Hospital(Only For Gramin Care)(Katihar)
Bihar,Khagaria,Shiv Shakti Hospital Pvt Ltd(Only For Gramin Care)(Sanhauli Ward No 2)
Bihar,Khagaria,Shaheed Prabhu Narayan Multispeciality Hospital(Only For Gramin Care)(Parmanandpur Khagaria)
Bihar,Khagaria,Mihir Surgicare Pvt Ltd(Only For Gramin Care)(Ward No7)
Bihar,Kishanganj,Radiant Multispeciality Hospital(Only For Gramin Care)(Paschimpali Chowk)
Bihar,Lakhisarai,Netraloka Hospital(Only For Gramin Care)(Bazar Samiti)
Bihar,Lakhisarai,Shri Ashokdham General and Surgical Hospital(Only For Gramin Care)(Achalasanam Purani Bazar)
Bihar,Lakhisarai,Arogya Seva Sadan(Only For Gramin Care)(Main Road)
Bihar,Lakhisarai,Neha Hospital(Only For Gramin Care)(Damodarpur road)
Bihar,Madhepura,Anand Hospital(Only For Gramin Care)(Madhepura)
Bihar,Madhepura,Varsha Hospital(Only For Gramin Care)(Bharahi)
Bihar,Madhuban,Sundram Hospital(Only For Gramin Care)(Champaran)
Bihar,Madhubani,Cribs Hospital(Basuara Chowk)
Bihar,Madhubani,Life Line Health Care(Only For Gramin Care)(Near Mazjid Madhubani)
Bihar,Madhubani,R S Memorial Hospital(Only For Gramin Care)(Near to Benipatti Sub Tall)
Bihar,Mahua,Vaishnavi Aspatal And Nursing Home(Only For Gramin Care)(Mahua)
Bihar,Mahua,Vaishali Ankh Aspatal(Only For Gramin Care)(Mahua)
Bihar,Motihari,Rahmania Medical Centre(Only For Gramin Care)(Bariyarpur)
Bihar,Motihari,"Ujjawal Seva Sadan(Only For Gramin Care)(Motihari, East Champaran)"
Bihar,Motihari,Aquil Health Care(Only For Gramin Care)(Pipra Kothi)
Bihar,Munger,Navjat Shishu Kalyan Kendra and City Critical Hospital(Only For Gramin Care)(Kaura Maidan Kushwaha Market)
Bihar,Munger,Jeevan Avtar Hospital(Only For Gramin Care)(Bekapur)
Bihar,Muzaffarpur,Prashant Memorial Charitable Hospital(Only For Gramin Care)(Muzaffarpur)
Bihar,Muzaffarpur,A1 Jeevan Dayani Hospital(Only For Gramin Care)(Muzaffarpur)
Bihar,Muzaffarpur,Ramakrishna Mission Sevashrama(Only For Gramin Care)(Bela)
Bihar,Muzaffarpur,Minakshi Multispeciality Hospital(Only For Gramin Care)(Muzaffarpur)
Bihar,Muzaffarpur,Ashoka Hospital A Unit of White Feather Healthcare Pvt Ltd(Only For Gramin Care)(Juran Chapra)
Bihar,Muzaffarpur,"IT Memorial Hospital(Only For Gramin Care)(Muzaffrpur, Bhikhanpur)"
Bihar,Muzaffarpur,Shivam Sewa Sadan(Only For Gramin Care)(Motipur)
Bihar,Muzaffarpur,Usha Hospital(Muzaffarpur)
Bihar,Muzaffarpur,MUZAFFARPUR HEART HOSPITAL AND RESEARCH CENTRE PVT LTD(Bank Road)
Bihar,Muzaffarpur,Galaxy Hospital.(Only For Gramin Care)(Nh 28 Damodarpur Gumti no 106 Infrounts)
Bihar,Muzaffarpur,Prashant Memorial Charitable Hospital(Muzaffarpur)
Bihar,Muzaffarpur,ASG Hospital Pvt Ltd(Muzaffarpur)
Bihar,Muzaffarpur,Mishra Multispecialities Hospital Pvt Ltd(Muzaffarpur)
Bihar,Muzaffarpur,Minakshi Multispeciality Hospital(Nilkanth Chowk)
Bihar,Muzaffarpur,Prasad Hospital(Barhanpura)
Bihar,Muzaffarpur,Ghspl Muzf Super Speciality Healthcare LLP(Sadatpur)
Bihar,Muzaffarpur,Ashirwad Multispeciality Hospital And Maternity Centre(Only For Gramin Care)(Malighat)
Bihar,Muzaffarpur,Mishra Multi Specialities Hospital Pvt Ltd(Only For Gramin Care)(Muzaffarpur)
Bihar,Muzaffarpur,Prashant Memorial Charitable Hospital(Only For Gramin Care)(Muzaffarpur)
Bihar,Muzaffarpur,A1 Jeevan Dayani Hospital(Only For Gramin Care)(Muzaffarpur)
Bihar,Nawada,Metro Hospital(Only For Gramin Care)(Bijli Office Gaya Road)
Bihar,Nawada,Kamala Nursing Home(Only For Gramin Care)(Nawada)
Bihar,Patna,Nestiva Jay Arogyam Hospital(Yarpur Gardanibaga)
Bihar,Patna,Shree Balaji Netralaya(Nala Road)
Bihar,Patna,CHANDIGARH EYE CARE(BHOOTNATH ROAD)
Bihar,Patna,RN Superspeciality Hospital and Research Centre Pvt Ltd(Bailey Road)
Bihar,Patna,Medizone Hospital(Behind Shalimar Sweets)
Bihar,Patna,Centre For Sight(Patna)
Bihar,Patna,Sun Hospital A Unit Of Anand Lifeline Pvt Ltd(Only For Gramin Care)(Patna)
Bihar,Patna,MGM Hospital and Research Centre Pvt Ltd(Kadamkuan)
Bihar,Patna,Mediversal Multi Super Speciality Hospital(Kankarbagh 90 feet Road)
Bihar,Patna,Dhamma Superspeciality Hospital(Phulwari Sarif)
Bihar,Patna,Ruban Memorial Hospital(Patliputra)
Bihar,Patna,Sahyog Hospital(Pataliputra Colony)
Bihar,Patna,Heart Hospital Pvt. Ltd.(Patrakar Nagar)
Bihar,Patna,Satyam Hospital(Sheikhpura)
Bihar,Patna,Sri Ram Hospital and Research Centre Pvt Ltd(Kankarbagh)
Bihar,Patna,ASG Hospital Pvt Ltd(Lohia Nagar)
Bihar,Patna,Hi-Tech Emergency Hospital(Patna)
Bihar,Patna,Netra Nidan Eye Hospital &amp; Research Centre(Kankarbagh)
Bihar,Patna,I-Care Eye Hospital &amp; Research Centre(Patna)
Bihar,Patna,Sri Sai Lions Netralaya(Kankarbagh)
Bihar,Patna,Keshav Hospital Pvt Ltd(Patna)
Bihar,Patna,Udayan Hospital(Patna)
Bihar,Patna,Chanakya Hospital(Kankarbagh)
Bihar,Patna,Siddharth Multispeciality Hospital Pvt. Ltd.(Rajendra Nagar)
Bihar,Patna,Paras HMRI Hospital(Raza Bazar)
Bihar,Patna,Aasthalok Hospital Pvt Ltd(Kankarbagh)
Bihar,Patna,Pushpanjali Multispeciality Hospital Pvt Ltd(Kumhrar)
Bihar,Patna,Rahul Uro Gynaec And Research Pvt Ltd(Patna)
Bihar,Patna,Medica Magadh  Hospital(Patna)
Bihar,Patna,Raj Retina And Eye Care Centre Pvt Ltd(Patna)
Bihar,Patna,Vedanta Centre For Ophthalmic Science(Ashiana Nagar)
Bihar,Patna,Curis Hospital(Near Shguna More)
Bihar,Patna,"Cns Hospital(Patliputra,Opp Petrol Pump)"
Bihar,Patna,Oxygen Trauma And Multispeciality Hospital(Biscoman Golamber)
Bihar,Patna,Shiva Hospital(Kankarbagh)
Bihar,Patna,B S L Eye Care(Road No 2 Rajendra Nagar)
Bihar,Patna,Star Hospital(Bari Pahari)
Bihar,Patna,"Drishtipunj Netralaya Llp(Above Icici Bank, Bailley Road)"
Bihar,Patna,Medipark Hospital(Patna)
Bihar,Patna,Sheila Urology And Laproscopy Centre(S K Nagar)
Bihar,Patna,Galaxy Emergency Hospital And Research Centre Pvt Ltd(Only For Gramin Care)(Kankarbagh)
Bihar,Patna,Buddha Eye Care And Laser Centre(Near Bank Of Baroda)
Bihar,Patna,Fortis Medi Emergency Hospital Pvt Ltd(Near Patliputra Golambar)
Bihar,Patna,Samarpan Trauma And Research Center(Near Singh Petrol Pump)
Bihar,Patna,Shekhar Eye Care and Laser Centre(Rajeev Nagar Road)
Bihar,Patna,Sanjeevani Aarogya Sansthan(Only For Gramin Care)(Fatuha)
Bihar,Patna,Shyam Hospital(Kankarbagh)
Bihar,Patna,Tara Hospital and MRC Pvt Ltd(bank Road)
Bihar,Patna,Buddha Cancer Centre Pvt Ltd(Rupaspur Bailey Road)
Bihar,Patna,Nestiva Jay Arogyam Hospital(Yarpur Gardanibaga)
Bihar,Post-Aliganj,Arogya Sewa Clinic(Only For Gramin Care)(Post-Aliganj)
Bihar,Purnia,Max Seven Hospital Pvt Ltd(Purnia)
Bihar,Purnia,Sahyog Nursing Home(Purnea)
Bihar,Purnia,Galaxy Hospital And Heart Care Centre(Only For Gramin Care)(Near Kaptanpur)
Bihar,Purnia,Max Seven Hospital Pvt. Ldt(Only For Gramin Care)(Line Bazar)
Bihar,Purnia,Eye Care Hospital(Only For Gramin Care)(Line Bazar)
Bihar,Purnia,Medi City Neuro Hospital Pvt Ltd(Only For Gramin Care)(NH 31 Near Kundipul Ling Bazar)
Bihar,Raxaul,Sita Ram Prasad Memorial Trust(Only For Gramin Care)(Raxaul)
Bihar,Saharsa,Swaraj Hospital(Ward No-35)
Bihar,Saharsa,Surya Hospital(Only For Gramin Care)(Ward No 8)
Bihar,Saharsa,Nayan Jyoti Netra Chikitsa Kendra(Only For Gramin Care)(Ward No 5)
